date,fetched_at,source,rank,ticker,name,mentions,upvotes,rank_24h_ago,mentions_24h_ago
2026-08-07,2026-08-07T22:05:05Z,apewisdom:all-stocks,1,HTZ,Hertz,2411,8239,9,872
2026-08-07,2026-08-07T22:05:05Z,apewisdom:all-stocks,2,SPCX,SpaceX,381,2789,3,399
2026-08-07,2026-08-07T22:05:05Z,apewisdom:all-stocks,3,SPY,SPDR S&amp;P 500 ETF Trust,347,1539,2,452
2026-08-07,2026-08-07T22:05:05Z,apewisdom:all-stocks,4,MU,Micron Technology,234,533,4,257
2026-08-07,2026-08-07T22:05:05Z,apewisdom:all-stocks,5,SNDK,Sandisk,140,417,1,414
2026-08-07,2026-08-07T22:05:05Z,apewisdom:all-stocks,6,MSFT,Microsoft,96,306,13,123
2026-08-07,2026-08-07T22:05:05Z,apewisdom:all-stocks,7,QQQ,Invesco QQQ ETF,93,297,6,147
2026-08-07,2026-08-07T22:05:05Z,apewisdom:all-stocks,8,NVDA,NVIDIA,90,182,7,164
2026-08-07,2026-08-07T22:05:05Z,apewisdom:all-stocks,9,RKLB,Rocket Lab USA,87,228,26,31
2026-08-07,2026-08-07T22:05:05Z,apewisdom:all-stocks,10,NBIS,Nebius Group,87,182,21,73
2026-08-07,2026-08-07T22:05:05Z,apewisdom:all-stocks,11,DTE,DTE Energy,85,268,11,97
2026-08-07,2026-08-07T22:05:05Z,apewisdom:all-stocks,12,SOUN,SoundHound AI,83,134,12,96
2026-08-07,2026-08-07T22:05:05Z,apewisdom:all-stocks,13,PLTR,Palantir,76,134,32,22
2026-08-07,2026-08-07T22:05:05Z,apewisdom:all-stocks,14,AMD,AMD,69,111,8,90
2026-08-07,2026-08-07T22:05:05Z,apewisdom:all-stocks,15,ASTS,AST SpaceMobile,65,129,20,44
2026-08-07,2026-08-07T22:05:05Z,apewisdom:all-stocks,16,DOCS,Doximity,64,202,760,4
2026-08-07,2026-08-07T22:05:05Z,apewisdom:all-stocks,17,GOOGL,Alphabet (Google),58,127,16,49
2026-08-07,2026-08-07T22:05:05Z,apewisdom:all-stocks,18,WEN,Wendy’s Company,55,321,27,40
2026-08-07,2026-08-07T22:05:05Z,apewisdom:all-stocks,19,TSLA,Tesla,54,624,18,46
2026-08-07,2026-08-07T22:05:05Z,apewisdom:all-stocks,20,META,Meta Platforms (Facebook),47,76,17,48
2026-08-07,2026-08-07T22:05:05Z,apewisdom:all-stocks,21,GOOG,Alphabet (Google),45,79,23,28
2026-08-07,2026-08-07T22:05:05Z,apewisdom:all-stocks,22,OKLO,Oklo,41,60,53,14
2026-08-07,2026-08-07T22:05:05Z,apewisdom:all-stocks,23,TTD,The Trade Desk,38,71,124,60
2026-08-07,2026-08-07T22:05:05Z,apewisdom:all-stocks,24,OPEN,Opendoor,36,173,55,17
2026-08-07,2026-08-07T22:05:05Z,apewisdom:all-stocks,25,AAPL,Apple,34,52,15,49
2026-08-07,2026-08-07T22:05:05Z,apewisdom:all-stocks,26,TTWO,Take 2 Interactive,34,77,88,13
2026-08-07,2026-08-07T22:05:05Z,apewisdom:all-stocks,27,CAR,Avis Budget Group,30,76,487,11
2026-08-07,2026-08-07T22:05:05Z,apewisdom:all-stocks,28,RDDT,Reddit,29,63,30,20
2026-08-07,2026-08-07T22:05:05Z,apewisdom:all-stocks,29,WDC,Western Digital,28,42,5,89
2026-08-07,2026-08-07T22:05:05Z,apewisdom:all-stocks,30,SOXL,Direxion Shares ETF Trust - Direxion Daily Semiconductor Bull 3X Share,26,31,39,15
2026-08-07,2026-08-07T22:05:05Z,apewisdom:all-stocks,31,NOW,ServiceNow,25,30,25,26
2026-08-07,2026-08-07T22:05:05Z,apewisdom:all-stocks,32,VOO,Vanguard S&amp;P 500 ETF,23,36,14,57
